3.6256 	DEBUG 	Fullscreen settings ignored as running in pilot mode.
3.6261 	INFO 	Loaded monitor calibration from ['2025_02_28 17:16']
3.7982 	EXP 	Created window1 = Window(allowGUI=False, allowStencil=False, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x0000020D41AB1690>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x0000020D41AB1630>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=False, gamma=None, gammaErrorPolicy='raise', infoMsg=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x0000020D41B5EC50>, multiSample=False, name='window1', numSamples=2, pos=[880.0, 420.0], screen=0, size=array([800, 600]), stencilBits=0, stereo=False, title='PsychoPy', units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
3.7982 	EXP 	window1: backgroundImage = ''
3.7982 	EXP 	window1: backgroundFit = 'none'
3.8051 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
3.8056 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
3.8061 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
3.8068 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
3.8074 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
3.8078 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
3.8083 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
3.8090 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
3.8092 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
3.8094 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
3.8099 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
3.8103 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
3.8109 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
3.8114 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
3.8118 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
3.8123 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
3.8128 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
3.8131 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
3.8134 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
3.8142 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
3.8146 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
3.8153 	DEBUG 	Uploading Texture Font fontname to graphics card
3.8162 	DEBUG 	Upload of Texture Font fontname complete
3.8201 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
3.8209 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
3.8216 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
3.8218 	DEBUG 	Uploading Texture Font fontname to graphics card
3.8223 	DEBUG 	Upload of Texture Font fontname complete
3.8237 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
3.8237 	EXP 	window1: recordFrameIntervals = False
3.8750 	EXP 	window1: recordFrameIntervals = True
3.9211 	EXP 	Screen (0) actual frame rate measured at 238.55Hz
3.9211 	EXP 	window1: recordFrameIntervals = False
3.9242 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
3.9246 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
3.9251 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
3.9259 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
3.9266 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
3.9273 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
3.9276 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
3.9282 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
3.9290 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
3.9297 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
3.9298 	DEBUG 	Uploading Texture Font fontname to graphics card
3.9303 	DEBUG 	Upload of Texture Font fontname complete
3.9385 	WARNING 	launchHubServer: If using the iohub mouse or eyetracker devices, fullScr should be True.
5.1897 	INFO 	keyboard.Keyboard is using iohub backend.
5.1897 	INFO 	keyboard.Keyboard is using iohub backend.
5.1898 	INFO 	keyboard.Keyboard is using iohub backend.
5.1898 	EXP 	buttontest: status = STARTED
5.3235 	EXP 	Created intro_disp = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='intro_disp', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
5.3256 	EXP 	Created polygon = ShapeStim(__class__=<class 'psychopy.visual.shape.ShapeStim'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=0.0, draggable=False, fillColor=array([1, 1, 1]), fillColorSpace='rgb', fillRGB=array([1, 1, 1]), interpolate=True, lineColor=array([1., 1., 1.]), lineColorSpace='rgb', lineRGB=array([1, 1, 1]), lineWidth=1.0, name='polygon', opacity=1, ori=0.0, pos=array([0., 0.]), size=array([0.5, 0.5]), units='height', vertices=ndarray(...), win=Window(...), windingRule=None)
5.3261 	EXP 	Created string_prompt_disp = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='string_prompt_disp', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
5.3291 	EXP 	Created image = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, draggable=False, flipHoriz=False, flipVert=False, image=None, interpolate=True, mask=None, maskParams=None, name='image', opacity=1, ori=0.0, pos=array([0., 0.]), size=array([0.5, 0.5]), texRes=128.0, units='height', win=Window(...))
5.3296 	EXP 	Created key_response_disp = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, draggable=False, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='key_response_disp', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
5.3312 	EXP 	Created fb_disp = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, draggable=False, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='fb_disp', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
0.0006 	DATA 	Mouse: Left button down, pos=(395,279)
0.0007 	DATA 	Mouse:  Left button up, pos=(395,279)
0.0065 	EXP 	intro_disp: autoDraw = True
3.0559 	EXP 	New trial (rep=0, index=0): <Trial 0 (0 in rep 0) data={'thisN': 0, 'thisTrialN': 0, 'thisRepN': 0}>
3.0569 	DATA 	Keypress: period
3.1269 	EXP 	intro_disp: autoDraw = False
3.1269 	EXP 	polygon: autoDraw = True
5.1190 	EXP 	polygon: autoDraw = False
5.1190 	EXP 	polygon: autoDraw = False
5.1190 	EXP 	string_prompt_disp: height = 0.05
5.1190 	EXP 	string_prompt_disp: height = 0.05
5.1190 	EXP 	string_prompt_disp: height = 0.05
5.1190 	EXP 	string_prompt_disp: text = 'c j s t'
5.1190 	EXP 	string_prompt_disp: autoDraw = True
6.1023 	EXP 	image: autoDraw = True
6.1065 	EXP 	string_prompt_disp: autoDraw = False
7.0903 	INFO 	Keyboard events cleared
7.0902 	EXP 	image: autoDraw = False
7.0902 	EXP 	string_prompt_disp: autoDraw = False
7.0902 	EXP 	image: autoDraw = False
7.0902 	EXP 	key_response_disp: height = 0.05
7.0902 	EXP 	key_response_disp: height = 0.05
7.0902 	EXP 	key_response_disp: height = 0.05
7.0902 	EXP 	key_response_disp: text = 'g'
7.0902 	EXP 	key_response_disp: autoDraw = True
7.6127 	DATA 	Keypress: comma
7.6139 	EXP 	key_response_disp: autoDraw = False
7.6139 	EXP 	fb_disp: foreColor = <psychopy.colors.Color: green, alpha=1.0>
7.6139 	EXP 	fb_disp: height = 0.1
7.6139 	EXP 	fb_disp: height = 0.1
7.6139 	EXP 	fb_disp: height = 0.1
7.6139 	EXP 	fb_disp: text = 'Correct!'
7.6139 	EXP 	fb_disp: autoDraw = True
8.5992 	EXP 	New trial (rep=1, index=0): <Trial 1 (0 in rep 1) data={'thisN': 1, 'thisTrialN': 0, 'thisRepN': 1}>
8.6023 	EXP 	fb_disp: autoDraw = False
8.6023 	EXP 	fb_disp: autoDraw = False
8.6023 	EXP 	polygon: autoDraw = False
8.6023 	EXP 	string_prompt_disp: height = 0.05
8.6023 	EXP 	string_prompt_disp: height = 0.05
8.6023 	EXP 	string_prompt_disp: height = 0.05
8.6023 	EXP 	string_prompt_disp: text = 'a g q b'
8.6023 	EXP 	string_prompt_disp: autoDraw = True
9.5901 	EXP 	string_prompt_disp: autoDraw = False
9.5901 	EXP 	image: autoDraw = True
10.5776 	INFO 	Keyboard events cleared
10.5775 	EXP 	image: autoDraw = False
10.5775 	EXP 	string_prompt_disp: autoDraw = False
10.5775 	EXP 	image: autoDraw = False
10.5775 	EXP 	key_response_disp: text = 'g'
10.5775 	EXP 	key_response_disp: autoDraw = True
11.3754 	DATA 	Keypress: period
11.3824 	EXP 	key_response_disp: autoDraw = False
11.3824 	EXP 	fb_disp: foreColor = <psychopy.colors.Color: green, alpha=1.0>
11.3824 	EXP 	fb_disp: text = 'Correct!'
11.3824 	EXP 	fb_disp: autoDraw = True
12.3663 	EXP 	New trial (rep=2, index=0): <Trial 2 (0 in rep 2) data={'thisN': 2, 'thisTrialN': 0, 'thisRepN': 2}>
12.3693 	EXP 	fb_disp: autoDraw = False
12.3693 	EXP 	fb_disp: autoDraw = False
12.3693 	EXP 	polygon: autoDraw = False
12.3693 	EXP 	string_prompt_disp: height = 0.05
12.3693 	EXP 	string_prompt_disp: height = 0.05
12.3693 	EXP 	string_prompt_disp: height = 0.05
12.3693 	EXP 	string_prompt_disp: text = 'n j q a'
12.3693 	EXP 	string_prompt_disp: autoDraw = True
13.3531 	EXP 	image: autoDraw = True
13.3567 	EXP 	string_prompt_disp: autoDraw = False
14.3402 	INFO 	Keyboard events cleared
14.3401 	EXP 	image: autoDraw = False
14.3401 	EXP 	string_prompt_disp: autoDraw = False
14.3401 	EXP 	image: autoDraw = False
14.3401 	EXP 	key_response_disp: height = 0.05
14.3401 	EXP 	key_response_disp: height = 0.05
14.3401 	EXP 	key_response_disp: height = 0.05
14.3401 	EXP 	key_response_disp: text = 'n'
14.3401 	EXP 	key_response_disp: autoDraw = True
