38.3393 	DEBUG 	Fullscreen settings ignored as running in pilot mode.
38.3405 	INFO 	Loaded monitor calibration from ['2025_06_30 14:54']
39.0900 	EXP 	Created window1 = Window(allowGUI=False, allowStencil=False, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x00000292EDD02020>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x00000292EDD01FC0>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([-1., -1., -1.]), colorSpace='rgb', depthBits=8, fullscr=False, gamma=None, gammaErrorPolicy='raise', infoMsg=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x00000292EDDC78E0>, multiSample=False, name='window1', numSamples=2, pos=[560.0, 240.0], screen=0, size=array([800, 600]), stencilBits=0, stereo=False, title='PsychoPy', units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
39.0901 	EXP 	window1: backgroundImage = ''
39.0901 	EXP 	window1: backgroundFit = 'fill'
39.1003 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
39.1013 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
39.1020 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
39.1028 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
39.1033 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
39.1041 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
39.1052 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
39.1056 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
39.1060 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
39.1067 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
