7.5781 	DEBUG 	Fullscreen settings ignored as running in pilot mode.
7.5788 	INFO 	Loaded monitor calibration from ['2025_03_03 13:02']
8.9785 	EXP 	Created window1 = Window(allowGUI=False, allowStencil=False, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x00000148D3A63AC0>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x00000148D3A63A60>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=False, gamma=None, gammaErrorPolicy='raise', infoMsg=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x00000148DB7931C0>, multiSample=False, name='window1', numSamples=2, pos=[560.0, 240.0], screen=0, size=array([800, 600]), stencilBits=0, stereo=False, title='PsychoPy', units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
8.9786 	EXP 	window1: backgroundImage = ''
8.9787 	EXP 	window1: backgroundFit = 'none'
9.0125 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.0133 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.0141 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.0152 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.0162 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.0167 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.0175 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.0185 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.0189 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.0193 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.0201 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.0209 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.0216 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.0224 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.0231 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.0239 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.0247 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.0252 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.0257 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.0268 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.0272 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.0280 	DEBUG 	Uploading Texture Font fontname to graphics card
9.0327 	DEBUG 	Upload of Texture Font fontname complete
9.0499 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.0529 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.0556 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.0563 	DEBUG 	Uploading Texture Font fontname to graphics card
9.0578 	DEBUG 	Upload of Texture Font fontname complete
9.0617 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
9.0617 	EXP 	window1: recordFrameIntervals = False
9.2619 	EXP 	window1: recordFrameIntervals = True
9.4452 	EXP 	Screen (0) actual frame rate measured at 59.98Hz
9.4453 	EXP 	window1: recordFrameIntervals = False
9.4606 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.4622 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.4642 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.4665 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.4687 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.4710 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.4722 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.4734 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.4747 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.4759 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.4762 	DEBUG 	Uploading Texture Font fontname to graphics card
9.4774 	DEBUG 	Upload of Texture Font fontname complete
9.5135 	WARNING 	launchHubServer: If using the iohub mouse or eyetracker devices, fullScr should be True.
12.2883 	INFO 	keyboard.Keyboard is using iohub backend.
12.2884 	INFO 	keyboard.Keyboard is using iohub backend.
12.2885 	INFO 	keyboard.Keyboard is using iohub backend.
12.2886 	EXP 	buttontest: status = STARTED
